fullName,gender,dob,age,contactNumber,email,address,city,state,pin,employmentType,employerName,netMonthlyIncome,loanType,loanAmount,loanTenure,hasIdentityProof,hasAddressProof,hasBankStatement,hasSalaryProof,declaration,businessName,businessType,businessRegistrationNumber,businessStartDate,businessIncome,businessExpenses,businessAssets,businessLiabilities,loanApproved
Denise Snyder,female,1993-02-19,65,6913649085,andersonemily@example.com,46530 Bauer Mission,Jenniferview,Missouri,60609,salaried,Harmon-Owens,36673.340649199745,business,17918.276502083263,30,False,False,False,False,True,Gutierrez-Bell,corporation,2f2303c9-f51e-47e7-8f29-87fbb159323a,2020-10-18,20491.13584661306,2983.37048208943,16598.240130050268,5034.995126863256,True
Teresa Harrington,other,1991-04-27,19,(236)699-0629x275,vclark@example.com,7337 Cole Park,New Jimmymouth,New Mexico,38433,business owner,Dougherty LLC,6287.152381158721,business,35524.173690374155,15,False,True,False,False,True,"Simmons, Harper and Garcia",partnership,b5b2c293-6792-4054-b181-171a17c9b74a,2022-02-06,5365.8383220801325,3128.046904003395,14036.724833775765,2960.0529133086543,False
Christopher Coleman,other,1962-10-10,60,4868813889,morganchristopher@example.net,55321 Caleb Square,New Sarahchester,Nevada,45073,business owner,Johnson-Bush,48269.19169612821,business,91698.12939946042,32,True,True,False,False,True,"Lamb, Austin and Rowe",corporation,011d6a62-fe34-4ef0-b3be-1d3130ffd6b1,2011-09-23,10146.706553360098,2092.0378492095138,30521.809882843816,1222.7921149784022,True
Kayla Jordan,female,1979-10-28,29,941-672-5729x0035,pdean@example.net,24888 Shirley Corners Suite 124,West Stevenland,California,77642,self-employed,Valdez Inc,42864.67812448332,business,53295.88900263639,14,True,False,False,True,True,"Phillips, Anderson and Turner",sole proprietorship,45dfcc02-f4e5-4e91-9553-ba9e6b0392e7,2015-12-09,40930.057075563374,5409.96102992856,26820.77093344035,6457.5197321514615,False
Sara Watson,male,1985-03-19,55,609.292.1079x875,zdillon@example.net,50297 Jim Wells Apt. 993,North Derek,Kentucky,74593,business owner,"Scott, Clark and Weaver",46957.02276906856,business,85619.89128892682,24,True,False,True,True,True,Miles Ltd,partnership,cdb645a6-3a2b-4e1d-8388-6b201e402a5c,2005-12-20,34269.1747448407,7353.770495613502,11377.378303035317,1900.3792467397232,False
Alan Gomez,other,1982-08-28,26,911-310-9663x585,lynnbutler@example.com,49248 Andrea Key Suite 648,Delgadochester,Colorado,62022,salaried,Palmer-Kaiser,24053.6669825607,business,41722.85915426831,24,True,True,True,False,True,Schneider Ltd,sole proprietorship,91e3fa07-614b-4cf9-b694-fff2a16d87af,2012-07-12,26197.145579210002,14944.177054732176,42669.19382752796,5815.629198056578,True
Andrew Maddox,other,1972-03-29,37,+1-897-715-2594x3660,ccampbell@example.org,072 Hoffman Loaf Apt. 141,Brianland,Texas,32479,salaried,Chang-Brown,2837.9063689674417,business,16163.879015731789,34,False,False,True,True,True,"Barton, Fisher and Frederick",partnership,ba40764a-c344-4218-92fe-fe4bf323df56,2018-09-13,48461.246334936724,14178.323939358392,39768.458722488795,3218.1647368839135,False
Troy Davis,male,1968-11-11,65,593-762-4191,melissa49@example.net,4148 Rebecca Bridge,Cherylside,Utah,12650,business owner,Poole and Sons,42659.858739148054,business,80434.95272176721,35,True,True,False,False,True,Brown-Estrada,corporation,19cf9b30-a9ab-4922-b973-fe28aa90fa17,2011-11-10,38769.29248509272,13569.11708902199,46084.43395480608,9644.467642129366,False
Larry Fuller,female,1967-12-08,63,001-992-633-2406x38139,cwilson@example.net,24482 King Ridge Suite 493,Martinmouth,North Dakota,56646,business owner,Smith-Jacobson,5484.382677371183,business,93240.66042645245,22,True,False,True,False,True,Hall-Anderson,sole proprietorship,92572385-d07b-46b7-9a3c-67508cb6aa79,2022-03-29,20752.260290355982,8823.042249480015,38910.980440039195,2095.20260182746,False
David Hardin,other,1989-12-16,41,3175273016,buckleynathan@example.net,58915 Daniel Mission Suite 694,Karentown,Ohio,92286,business owner,"Mills, Cooper and Collier",30593.200361648982,business,66154.64171972418,21,True,False,True,False,True,Moore-Hunter,corporation,67d4c5ef-53ea-4c8d-af8a-2c4c015fecef,2018-11-26,28749.3580464177,6352.0153001393755,30697.448671865288,5113.829642859219,False
Dr. Marc Walker,female,2001-09-08,67,+1-704-663-1361x304,crios@example.com,527 Rachael Village,Schaeferstad,Massachusetts,36591,business owner,Mcdonald LLC,11976.383420663975,business,40272.74040629777,25,True,False,False,True,True,Reed Group,partnership,e78263e2-f553-4023-9ec7-56d8bb795585,2018-06-20,6670.166090959356,19312.649794183857,35389.81545804392,1464.4155274951875,False
Gina Ortega,male,2005-07-30,57,+1-505-689-0225,jonesderrick@example.org,0865 Michael Hollow,Jenniferfort,Rhode Island,46564,salaried,Anderson-Jones,32103.167891167002,business,10080.044399775112,19,False,False,False,False,True,Wells Group,sole proprietorship,a9585b05-df5d-4f3d-965e-5a1bdec205e2,2007-05-13,47921.35789054635,16654.70957960185,24631.09560858288,7812.869609504702,True
Kimberly Fry DDS,female,1967-09-26,68,(337)273-0627x8654,greenandrew@example.net,1324 Steven Forest,West Nicole,Utah,11456,business owner,"Gray, Ortiz and Contreras",21342.793011821414,business,76663.00250560317,27,False,True,False,True,True,Logan-Singh,corporation,4816fdab-ab18-486f-b93e-22bac4858f87,2000-02-07,10216.415733988702,12026.491093252205,30430.961099422275,2335.556058273274,False
Monique Webster,male,1985-12-26,31,(411)611-6922x2125,miguelbarber@example.net,740 Mercedes Plaza Apt. 342,Lake Michael,Wisconsin,20046,salaried,"Carter, Edwards and Elliott",29256.334836227885,business,43420.55506535144,17,True,True,False,False,True,"Martin, Suarez and Bradley",corporation,9b0b7b76-3ea1-4d03-807f-f0d4374f093b,2022-05-24,21071.87669397106,9324.703807883261,38530.311929834104,9024.202734770934,True
Bruce Smith,male,1995-04-19,26,715-487-0760x731,david97@example.org,52805 Joshua Pines Suite 880,South Davidmouth,North Dakota,92595,self-employed,Johnson-Santiago,11796.231283526115,business,59537.77313912229,23,False,True,True,False,True,Brennan Inc,partnership,c53e7f37-14d1-490e-b722-921ddb124778,2010-04-11,43539.75750281428,19606.58495034806,45161.828998466946,2263.7552589209563,True
Jason Camacho,male,1954-05-25,31,254-910-3336x880,anna77@example.org,954 Johnston Islands,Bullockbury,Louisiana,89841,self-employed,Webb PLC,40113.84557065392,business,52007.847066017144,26,True,True,True,False,True,Hoffman LLC,sole proprietorship,22745151-140c-454a-977b-279d6e6c12a0,2009-06-12,32794.484570334695,11672.10678773337,11845.685755545348,4766.509269153279,True
Albert White,female,1975-06-05,42,845.224.1931x336,kennethevans@example.com,8370 Dudley Isle,New Erikatown,Pennsylvania,34122,self-employed,"Holland, Joyce and Oconnor",2750.271440847884,business,31372.719438103984,18,False,True,False,False,True,Hernandez-Norman,sole proprietorship,ca8d909a-e56d-43f8-a5c5-bc1d86dfa6f8,2022-10-17,36597.36863094603,12711.572525914626,14356.914548329703,6363.214720509494,False
Paul Russell,male,1955-06-05,20,+1-308-929-9544x985,nmiller@example.org,76147 Paul Fall,Garzaport,Alabama,86060,business owner,Patterson and Sons,41293.67766963745,business,17869.258679335537,31,False,True,True,False,True,"Armstrong, Lam and Munoz",corporation,5dd5d292-b80f-477d-a511-4284ee03ff49,2018-02-04,35433.243444031395,3144.7444800319527,22528.98269730326,8282.675946435029,True
Abigail Guerrero,female,1967-01-24,59,795-604-1574x9811,carterwyatt@example.com,2530 Edwards Stream,Bestside,New Jersey,17629,self-employed,Garcia-Pearson,45135.02979088302,business,22229.249952486258,23,True,True,True,False,True,"Obrien, Carter and Bradley",corporation,1f016a39-4050-40e1-8026-cddeedbc31a6,2001-06-11,33101.731232729944,19321.869481453843,13932.376181692372,4742.791133860126,False
Mrs. Kim Brown,female,1984-07-13,62,865-907-6936x5826,toddphillips@example.com,631 Beck Center Suite 860,Sarachester,Kentucky,09720,self-employed,Jackson Ltd,44916.88059210545,business,22740.243348554148,16,False,False,False,False,True,Mitchell Inc,sole proprietorship,78246166-3bba-4d18-b176-01eeab9739a8,2000-07-24,13228.589061632054,6253.619479814858,30411.732830932484,2513.2203278873517,True
Christian Reyes,male,1960-10-16,47,(559)323-0022x912,yhooper@example.com,665 Ryan Pike,New Toddberg,New York,35833,self-employed,Ferguson Ltd,28576.92514594099,business,38254.87129158343,19,False,False,False,True,True,Cunningham and Sons,corporation,04bff812-ae0d-4d48-a999-86d9259d83d5,2020-08-19,19332.33231111031,5463.353382503918,41477.98154147237,5264.942046074397,False
Sheila Green,other,1956-11-25,57,001-348-354-5114,cameron95@example.net,259 Christopher Garden Apt. 903,New Jennifer,Washington,92663,business owner,Adkins-Davis,34783.94871635821,business,50094.2850016153,17,False,False,False,False,True,Stephens-Reyes,partnership,8ef7da29-1e14-4f8d-8890-b086d30b20fe,2014-10-31,22679.19581194027,9515.219121714697,30823.388955982657,9094.818616364091,False
Amy Espinoza,other,1995-02-02,65,+1-589-670-2292,michelle60@example.org,42583 Smith Causeway Suite 135,Rebeccaborough,Michigan,38347,salaried,Garcia Inc,11890.436052932148,business,66477.5011460678,17,True,True,False,False,True,"Sutton, Harris and Robinson",corporation,9bda712b-1821-4d72-bf2e-05db15bef495,2010-11-26,14787.793437740413,5980.477615362658,37262.051766392324,2268.212992130738,True
Tom Foster,male,1993-10-19,22,8522003467,davispatrick@example.net,45668 Beth Key,Andrewfort,Maine,52761,self-employed,Smith and Sons,38053.78475097419,business,19478.25258398457,14,False,False,False,True,True,Thomas LLC,partnership,0aab7de4-9d41-489a-a084-0916543e6d4c,2020-08-29,25063.117056819035,13196.08640565979,37959.23250303934,6984.618362350256,False
April Colon,male,1995-01-17,65,610-477-7958x613,mary02@example.net,7657 Brandon Court Suite 828,North Bonnie,Texas,96901,salaried,"Berry, Espinoza and Carter",47620.76773569966,business,80399.84810464112,24,False,False,True,False,True,"Rodriguez, Phillips and Allen",sole proprietorship,e768dc0b-d17a-4148-a551-d9caa4e44d77,2024-03-01,19006.979541290224,2595.2835397290887,15497.503551697435,4412.5141773034065,False
Amber Brown,male,1975-02-01,59,001-353-643-1945x794,madison42@example.org,7273 Baker Square,North Jessicaton,Utah,16252,business owner,Stewart-Potts,8784.667848857836,business,39472.28594254318,31,True,True,False,True,True,"Cooper, Barnes and Molina",sole proprietorship,f7d64467-25ce-431a-9008-7b8e379a30aa,2012-05-12,20311.00488832371,11519.673519021273,29644.240934349924,3052.7783813944493,False
Lisa Hicks,other,1996-08-30,30,+1-291-311-1161x1122,mariemcdowell@example.com,78634 William Tunnel,Reyesstad,Arizona,80486,salaried,"Montoya, Jones and Gilbert",7665.05607820317,business,96302.16587653226,16,True,True,False,False,True,Li-Wilkerson,corporation,dd965d7b-b6a9-4dc8-8761-5ca94d3f3e90,2011-12-26,45043.87633749536,7170.094960060787,12810.339357331322,4924.498932676252,False
Kenneth Mcclain,male,1954-03-25,62,(832)917-3205x34331,madison56@example.org,249 Tony Trail,New Joshua,New Jersey,01985,salaried,Martin Group,15662.536311219068,business,68099.49175654307,21,True,False,False,True,True,"Mahoney, Conley and Sandoval",sole proprietorship,81bd5a91-550b-45df-80ed-d49001c040e4,2022-09-27,21746.754459551827,8943.896469143348,36198.59197391635,4294.898892776433,True
Pamela Frye,female,1984-01-15,38,649-715-7035,wernerrichard@example.com,5434 Shane Stream Suite 622,Geraldmouth,Maine,18718,business owner,Howard-Moreno,42101.34078759696,business,29504.81785775082,29,False,False,False,False,True,Mccarthy and Sons,corporation,51ac068f-5e1a-4c31-8ee8-db7a083b70e8,2002-06-11,12661.443500645637,16253.791702974308,48887.17179613046,8052.877952832848,False
Donna Cordova,male,1962-10-09,40,+1-615-276-8869,osmith@example.com,52208 Mcgee Park Apt. 607,New Jill,Kentucky,32455,salaried,Browning-Robinson,12125.392808206223,business,45555.04853625231,22,False,False,False,False,True,Miller LLC,sole proprietorship,34188f81-4430-46f9-b681-116747661347,2016-05-11,19129.979811328158,12990.143835708119,19860.88434538297,4170.259334238007,True
Jason Clark,female,2004-07-12,23,866.422.4932,kimberlymassey@example.com,8015 Jimenez Isle,Lake Shellymouth,Wyoming,04844,salaried,Wells-Walters,12856.543717262188,business,84627.24940998136,16,True,True,False,False,True,Lewis-Phillips,corporation,ea9ed071-9a46-4e2d-825d-308eb5a41a46,2022-03-16,10843.775650137934,8271.304579651136,30920.1183356682,8869.192600017052,True
Ralph Stark,male,1954-04-01,52,3682893644,oneillcraig@example.com,801 Casey Road Suite 679,Lake Justinborough,Ohio,35630,self-employed,Warren Ltd,21421.211586290607,business,81192.08914945685,36,False,True,True,True,True,Callahan Group,sole proprietorship,978e5e4a-c6dc-4b65-9dda-db7da308288e,2008-06-06,40411.466722930956,11919.309874518765,24825.684997409808,6951.3831099883355,False
Anthony Cook,female,1967-01-21,58,(529)402-3826,jonathanbernard@example.net,674 William Bridge Suite 933,West Jennifershire,Alaska,04923,business owner,Cunningham-Murphy,2108.7044921892507,business,21059.207563925185,26,True,True,False,False,True,Maxwell-Wood,partnership,559c04d7-06ee-4b4d-8634-206313c3a1e2,2019-08-08,39698.23773472807,3599.094989663101,36752.79887664512,3226.510479148163,True
Lisa Fernandez,male,1968-08-16,47,+1-330-435-7517x62482,honeal@example.org,3258 Moore Junction,South Maryshire,Oklahoma,14604,business owner,"Booth, Kemp and Jones",33019.95078029901,business,12110.209825267335,22,True,False,True,False,True,Garcia PLC,corporation,27d4fc49-75b7-4d49-b383-5d092d9f28a9,2013-08-17,33427.27537423177,5760.948728786018,30323.61443851,4823.422163344802,True
Douglas Mendoza,other,1974-06-26,45,7595798114,zbarnes@example.org,3131 Owen Meadow Suite 530,Stewartmouth,Ohio,74910,business owner,"Davis, Mccarty and Williams",14796.739240923725,business,55740.664566909356,31,False,False,False,True,True,Butler Group,corporation,fa3adcda-0c6e-4365-8a73-590530b889d5,2010-12-19,41072.452358605595,18359.857726837326,29928.957172722312,2842.860756237418,True
Alejandro Erickson,other,1960-12-29,51,(483)627-2818x159,vpowell@example.org,209 Phillips Islands,South Shanehaven,Rhode Island,19224,salaried,"Coleman, Thomas and Hayes",11227.824950989014,business,60555.36192167759,27,True,False,True,False,True,Stanley-Davis,sole proprietorship,40b47234-96ed-4108-819e-7eb10d8bdbeb,2013-05-25,49266.043071496606,9592.711377252273,46430.01622760549,7515.975301977349,True
Elizabeth Webster,male,1962-10-24,43,(517)636-2455x2459,gshaffer@example.net,3357 Stephanie Street Apt. 525,Jacksonmouth,Minnesota,72308,salaried,Myers Inc,27078.191216892898,business,55160.75217757247,18,False,True,False,True,True,Nguyen LLC,partnership,7de3883b-180d-4dbe-b4ac-eb414b2ae2c7,2018-02-23,27616.62784578597,5436.325962465277,46220.66162466771,9344.719987866465,True
Jessica Rogers,other,1983-12-31,68,+1-500-949-1062,wagnerjustin@example.net,078 Lori Knoll Apt. 283,Rodriguezfurt,Kentucky,99682,self-employed,Reyes-Richardson,48443.66542658065,business,46034.9579196857,14,True,False,False,True,True,Smith PLC,corporation,f5d8f57d-470f-4a38-93d4-05a6f53ab121,2007-02-05,37306.984267802676,14070.500697034167,18691.136146544122,5787.6373909590775,False
Tina Hill,male,1994-07-15,39,+1-292-676-6571x86030,alyssahill@example.net,810 Whitaker Drive,Markstad,Utah,22592,business owner,"Hess, Anderson and Shelton",27791.862219733717,business,83319.2047162927,26,False,False,False,False,True,"Munoz, Donovan and Mason",partnership,13309219-76c5-4d38-9bb4-0764974e0f4f,2013-05-25,38730.70315721208,11691.46147060192,42722.18259115445,8053.533263263046,True
Sandra Dennis,female,1955-10-06,32,+1-530-546-4617x1489,zrodriguez@example.org,014 Evan Harbor,Brianhaven,Rhode Island,82388,self-employed,"Webb, Young and Crawford",23863.236302985904,business,72174.20708525661,27,False,True,False,False,True,"Briggs, Allen and Chavez",corporation,8e73eece-150e-4b55-b701-05116ffa2320,2021-05-22,19601.937807983602,15247.054696667481,40010.96327227396,7307.145785156416,False
Brittany Wagner,other,1956-11-08,28,678.925.3192,fortega@example.org,1860 John Bridge,New Mindychester,Minnesota,75112,business owner,"Williams, Edwards and Lynch",37292.80494502423,business,37775.56538474375,25,False,False,True,False,True,Hall-Mcknight,corporation,ba4d918c-e269-40b6-94fd-7c493c9ae1ed,2018-02-14,29473.513622368537,4997.001383168759,17491.009733051207,4437.64023762183,True
Jennifer George,female,1990-10-14,65,+1-448-331-9668,msmith@example.org,77798 Teresa Turnpike,Figueroafort,Nebraska,52351,salaried,Cunningham Group,28296.810052455232,business,66330.32435182032,20,True,True,True,True,True,"Smith, Smith and Strickland",corporation,93e172ed-a2f2-45ad-9c7d-25cb338ee3f8,2013-12-12,39612.124178180224,6067.847179556746,49564.22310407659,3028.494519153387,False
James Graham,male,1996-10-15,23,(608)354-8053,kaufmanpatricia@example.net,967 Valencia Pass Apt. 325,Smithton,Connecticut,00570,salaried,Osborne Inc,39967.19978385145,business,25015.186075748265,28,True,False,True,True,True,"Shaw, Avila and Blair",sole proprietorship,a62fe6ab-e92d-42ae-832b-c1a1db1f91b9,2017-03-20,12737.305017998657,19182.349401808893,15119.237656652738,2293.271880908819,False
Mary Walker,male,1999-10-24,48,218-332-1579,guzmanryan@example.org,2830 Hill Squares Apt. 965,East Aaron,Wisconsin,85265,salaried,"Wilson, Baker and Turner",29805.209542250097,business,74682.70683917947,16,False,True,True,False,True,Delgado-Greene,corporation,789f11f5-be06-4cb5-8f77-cc852a2491e7,2018-11-06,25676.606204436284,18651.441670519438,47262.27577372897,8829.84117258879,False
Damon Bailey,female,1997-04-21,45,+1-788-554-9290,rebecca96@example.com,48838 Larsen Divide,Port Jasonmouth,Utah,74335,salaried,Bennett-Clarke,45173.093770277024,business,94410.85728344381,22,True,True,False,True,True,Ruiz-Young,partnership,4abf7e9d-a080-4c34-89f5-58a440e33b07,2004-12-09,46386.8609232813,15971.42441475054,42341.27267904043,7916.956046176262,False
Nicole Cook,male,1994-05-15,24,9383010250,reginaldnixon@example.com,09079 Kelly Rest Apt. 286,Port Daniel,Massachusetts,15619,business owner,Wheeler-Coleman,19732.60166154384,business,18630.392937083,33,True,True,False,False,True,Wallace-Johnson,corporation,3ae7b5f1-6bc6-43c7-b526-3d6c1dcfafc3,2003-04-14,18952.495069016742,10404.163364618751,12371.160021190919,4562.684687590529,False
